"qty","mprice","rprice"
208.236482734514,-0.967434735118077,-0.458761979821258
-135.00790687003,0.547046929980408,0.169621242887159
-92.0971202449213,0.00409229041805083,0.0297697472555207
1678.56927677564,-2.02285718404585,-0.97669852566774
78.1505793530197,-0.144384680359759,-0.19060883835664
819.748753584123,-1.02244206767908,-0.477139613087865
98.3898679066469,-1.10978264320954,-0.592787454814725
1899.3726066523,-1.43032316756247,-0.836388819353488
171.933084420155,-0.267524215532292,-0.256434778136994
-103.662114715374,-0.0897237020394432,-0.00816377087525698
-100.276597053404,0.00518317405126722,0.0302108346756434
-189.866537692225,-0.0155436149800369,0.0218301736932631
-173.557880881154,0.0859085629100334,0.0628513037649149
-113.635146201211,0.0499094030135567,0.0482954189007804
-167.943398543124,-0.00899831318067785,0.0244766982140145
-116.429914286042,0.0608182393458223,0.0527062931020334
77.8771246483932,-0.00790742954745093,0.0249177856341397
-90.278619399199,-0.207539134427912,-0.0558012122487889
-128.353457904303,0.0117284758506267,0.0328573591963953
756.287588478731,-1.98467625688292,-0.961260465963354
-70.2501772175023,0.854864727675772,0.213427238478129
604.620382519853,-1.0427057058107,-0.48919701180987
-26.0888124125264,0.128147614821396,0.000243673559000748
630.081952094403,-1.03943305491102,-0.487873749549494
-104.422415391966,0.0997846403575054,-0.0112245993642565
-136.814623009694,0.0510002866467833,0.0487365063209058
-181.071365138235,0.0160920103835331,0.0346217088768965
-170.04520556239,0.0706361920448612,0.0566760798831606
-108.455669392728,0.0488185193803298,0.047854331480655
-109.046014500708,-0.0144527313468104,0.0222712611133878
-147.020259394022,-0.00245301138131842,0.0271232227347661
-96.4814244994139,0.0368187994148377,0.0430023698592771
-119.251246415877,-0.025361567679076,0.0178603869121353
46.8260189041805,-0.389363407782599,-0.16758372822373
-71.8335831623248,0.18465803176892,0.0708959700356154
-137.661710246215,-0.0471792403436075,0.00903863850962924
-94.1224708824478,0.0346370321483848,0.0421201950190261
-130.892292798911,-0.0275433349455291,0.0169782120718842
517.672297202383,0.0237281958161192,0.0377093208177731
-57.4114396242184,-0.692982351213733,-0.252085114204544
-166.788867903008,0.0630000066122757,0.0535884679422841
8.90328422423815,0.0466367521138767,0.0469721566404042
406.952772091815,-0.142086116434319,-0.0293359670412713
-99.1792391948865,-0.542440409828467,-0.191215050227254
-127.839973647221,0.0815450283771272,0.0610869540844141
-192.558689819472,0.000819639518361195,0.0284464849951418
-152.557880881154,0.0859085629100334,0.0628513037649149
-173.866133223066,0.0270008467157992,0.0390325830781491
-44.4299142860422,-0.339182760654178,-0.147293706897967
-187.730158266422,0.275201373326725,0.107506225906015
-117.788867903008,0.0630000066122757,0.0535884679422841
68.6976478399102,-0.206663545914224,-0.0746411269457349
-156.149953983418,-0.0170231440503105,0.00532092305938273
-59.1478215199746,0.0651817738787288,0.0544706427825346
511.286779540413,-1.07106868027459,-0.500665284733127
-149.67753964387,0.2350542108776,0.0434702407312797
-203.942589604806,0.0760906102109944,0.0588815169837875
-166.37840407267,0.0848176792768064,0.0624102163447903
401.621191458171,-0.95761678241903,-0.454792193040097
-164.009929215833,0.334324621501217,0.0836091959626811
-129.583635987839,0.0739088429445405,0.0579993421435371
-171.097120244921,0.00409229041804151,0.0297697472555184
-175.609391094525,0.0619091229790492,0.0531473805221582
-75.7120070521098,0.0564547048129157,0.050941943421532
-54.9438030122826,-0.211384774876514,0.00727428882912846
-179.530689813671,-0.0811872162033557,0.0278381691404758
